Desc  ,Name_Analog_Source,Zones  ,Alm_preHi  ,Alm_emgHi  ,Alm_unrHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,EU_Hi  ,EuText  ,record,OrderNo,Type,Key,Name,Stn,AOR,pUNIT,pScale EU_Hi,AlarmGrp,RawCountFormat,"77,4","77,1","77,0","78,0","78,1","78,4","91,1","91,2","91,3","91,4","91,5",ICAddress
GT BKR 4 POWER FACTOR  ,"GT,4PF     ",7  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,2075,2075,1,"""03043034""","""GT BKR 4 POWER FACTOR""",043,7,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FL BKR 3 POWER FACTOR  ,"FL,3PF     ",1  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,2076,2076,1,"""03032004""","""FL BKR 3 POWER FACTOR""",032,1,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT MONTH DEMAND  ,"FL,CMT     ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2077,2077,2,"""04032001""","""CURRENT MONTH DEMAND""",032,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"FL,MUL     ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2078,2078,2,"""04032002""","""MULTIPLIER""",032,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREVIOUS DAY DEMAND  ,"FL,PDY     ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2079,2079,2,"""04032003""","""PREVIOUS DAY DEMAND""",032,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RV PREV DAY DEMAND TOTAL  ,"RV,PDYT    ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2080,2080,2,"""04031018""","""RV PREV DAY DEMAND TOTAL""",031,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 MULTIPLIER  ,"FR,MUL1    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2081,2081,2,"""04049005""","""TX1 MULTIPLIER""",049,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD BRK 6 AMP TOTAL  ,"RD,6TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2082,2082,2,"""04036017""","""RD BRK 6 AMP TOTAL""",036,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CALI DEMAND  ,"FL,CALI    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2083,2083,2,"""04032004""","""CALI DEMAND""",032,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
REG C TAP CHGR POS  ,"SS1,RCTAP   ",7  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,2084,2084,1,"""03030001""","""REG C TAP CHGR POS""",030,7,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
FL REGULATOR STAGE  ,"FL,STAGE1  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,2085,2085,2,"""04032005""","""FL REGULATOR STAGE""",032,10,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FL KVA AVERAGE  ,"FL,KVAAVG  ",1  ,  ,  ,  ,  ,  ,  ,1.0,WATTS  ,2086,2086,2,"""04032006""","""FL KVA AVERAGE""",032,1,3,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB TX2 POWER FACTOR AVG  ,"DB,PF2AVG  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,2087,2087,2,"""04014045""","""DB TX2 POWER FACTOR AVG""",014,3,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB TX3 POWER FACTOR AVG  ,"DB,PF3AVG  ",3  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,2088,2088,2,"""04014046""","""DB TX3 POWER FACTOR AVG""",014,3,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB PREV DAY KWH TOTAL  ,"DB,PDYT    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2089,2089,2,"""04014047""","""DB PREV DAY KWH TOTAL""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB PREV HR DEMAND TOTAL  ,"DB,PHRT    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2090,2090,2,"""04014048""","""DB PREV HR DEMAND TOTAL""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLET 4A AMP-BKR TRIP  ,"DI,4A      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2091,2091,1,"""03001056""","""DR INLET 4A AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 4B AMP-BKR TRIP  ,"DI,4B      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2092,2092,1,"""03001057""","""DR INLET 4B AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 4C AMP-BKR TRIP  ,"DI,4C      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2093,2093,1,"""03001058""","""DR INLET 4C AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 5A AMP-BKR TRIP  ,"DI,5A      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2094,2094,1,"""03001059""","""DR INLET 5A AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
WO GEN #6 WATTS  ,"WO,G6W     ",3  ,100  ,1650  ,1675  ,-100  ,-150  ,-200  ,1.0,WATTS  ,2095,2095,1,"""03073010""","""WO GEN #6 WATTS""",073,3,3,1.0,1,1,1675  ,1650  ,100  ,-100,-150  ,-200  ,0.0,0.0,0.0,1.0,1.0,
RD 1 PREVIOUS H0UR DEMAN  ,"RD,PHR1    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2096,2096,2,"""04036018""","""RD 1 PREVIOUS H0UR DEMAN""",036,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD TX1 VARS LEAD  ,"RD,MV1-    ",4  ,11000  ,12000  ,14400  ,  ,  ,  ,65504.0,VARS  ,2097,2097,1,"""03036035""","""RD TX1 VARS LEAD""",036,4,4,65504.0,1,1,14400  ,12000  ,11000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD BKR 1B AMPS  ,"RD,1B      ",4  ,1020  ,1070  ,1120  ,-10  ,-20  ,-30  ,1199.999,AMPS  ,2098,2098,1,"""03036036""","""RD BKR 1B AMPS""",036,4,1,1199.999,1,1,1120  ,1070  ,1020  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
RD BKR 2B AMPS  ,"RD,2B      ",4  ,1020  ,1070  ,1120  ,-10  ,-20  ,-30  ,1199.999,AMPS  ,2099,2099,1,"""03036037""","""RD BKR 2B AMPS""",036,4,1,1199.999,1,1,1120  ,1070  ,1020  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME TX B AMPS C/S TRIP  ,"ME,TX1B    ",1  ,1050  ,1100  ,1150  ,-10  ,-20  ,-30  ,2456.4,AMPS  ,2100,2100,1,"""03041023""","""ME TX B AMPS C/S TRIP""",041,1,1,2456.4,1,1,1150  ,1100  ,1050  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME TX C AMPS C/S TRIP  ,"ME,TX1C    ",1  ,1050  ,1100  ,1150  ,-10  ,-20  ,-30  ,2456.4,AMPS  ,2101,2101,1,"""03041024""","""ME TX C AMPS C/S TRIP""",041,1,1,2456.4,1,1,1150  ,1100  ,1050  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
WO GEN 6 VARS  ,"WO,G6MV    ",3  ,4000  ,5000  ,5400  ,  ,  ,  ,1.0,VARS  ,2102,2102,1,"""03073011""","""WO GEN 6 VARS""",073,3,4,1.0,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WO GEN 6 POWER FACTOR  ,"WO,G6PFM   ",3  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,2103,2103,1,"""03073012""","""WO GEN 6 POWER FACTOR""",073,3,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HW BRK 1 AMP TOTAL  ,"HW,1TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2104,2104,2,"""04061001""","""HW BRK 1 AMP TOTAL""",061,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
ME BKR 3B AMPS BKR TRIP  ,"ME,3B      ",1  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,2105,2105,1,"""03041025""","""ME BKR 3B AMPS BKR TRIP""",041,1,1,600.0126,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME BKR 3C AMPS BKR TRIP  ,"ME,3C      ",1  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,2106,2106,1,"""03041026""","""ME BKR 3C AMPS BKR TRIP""",041,1,1,600.0126,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME BKR 4A AMPS BKR TRIP  ,"ME,4A      ",1  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,2107,2107,1,"""03041027""","""ME BKR 4A AMPS BKR TRIP""",041,1,1,600.0126,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME BKR 4B AMPS BKR TRIP  ,"ME,4B      ",1  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,2108,2108,1,"""03041028""","""ME BKR 4B AMPS BKR TRIP""",041,1,1,600.0126,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME BKR 4C AMPS BKR TRIP  ,"ME,4C      ",1  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,2109,2109,1,"""03041029""","""ME BKR 4C AMPS BKR TRIP""",041,1,1,600.0126,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
ME LD TAP CHGR POS  ,"ME,LTC1    ",1  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,2110,2110,1,"""03041030""","""ME LD TAP CHGR POS""",041,1,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 5B AMP-BKR TRIP  ,"DI,5B      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2111,2111,1,"""03001060""","""DR INLET 5B AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 5C AMP-BKR TRIP  ,"DI,5C      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2112,2112,1,"""03001061""","""DR INLET 5C AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 6A AMP-BKR TRIP  ,"DI,6A      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2113,2113,1,"""03001062""","""DR INLET 6A AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLET 6B AMP-BKR TRIP  ,"DI,6B      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2114,2114,1,"""03001063""","""DR INLET 6B AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
RS 1 CALI DEMAND  ,"RS,CALI1   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2115,2115,2,"""04027012""","""RS 1 CALI DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLET 6C AMP-BKR TRIP  ,"DI,6C      ",3  ,440  ,460  ,480  ,-10  ,-20  ,-30  ,1200.0,AMPS  ,2116,2116,1,"""03001064""","""DR INLET 6C AMP-BKR TRIP""",001,3,1,1200.0,1,1,480  ,460  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
PH BRK 3 AMP TOTAL  ,"PH,3TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2117,2117,2,"""04025013""","""PH BRK 3 AMP TOTAL""",025,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GL FDR 3 POWER FACTOR  ,"GL,3PF     ",1  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,2118,2118,1,"""03046023""","""GL FDR 3 POWER FACTOR""",046,1,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX TX1 KVA METER  ,"MX,KVA1M   ",3  ,  ,  ,  ,  ,  ,  ,98256.0,KVA  ,2119,2119,1,"""03033022""","""MX TX1 KVA METER""",033,3,8,98256.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BLACK CREEK TX2 KVA  ,"BC,KVA2    ",6  ,170000  ,185000  ,200000  ,-170000  ,-185000  ,-200000  ,1.0,KVA  ,2120,2120,2,"""04007054""","""BLACK CREEK TX2 KVA""",007,6,8,1.0,1,1,200000  ,185000  ,170000  ,-170000,-185000  ,-200000  ,0.0,0.0,0.0,1.0,1.0,
RS 2 CUR MTH DEMAND  ,"RS,CMT2    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2121,2121,2,"""04027013""","""RS 2 CUR MTH DEMAND""",027,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DI TX2 TANK OIL TEMP  ,"DI,TX2TMP  ",3  ,105  ,125  ,150  ,-5  ,-10  ,-300  ,1.0,DEGREE  ,2122,2122,1,"""03001065""","""DI TX2 TANK OIL TEMP""",001,3,12,1.0,1,1,150  ,125  ,105  ,-5,-10  ,-300  ,0.0,0.0,0.0,1.0,1.0,
PH BRK 4 AMP TOTAL  ,"PH,4TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2123,2123,2,"""04025014""","""PH BRK 4 AMP TOTAL""",025,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BRK 4 AMP TOTAL  ,"FL,4TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2124,2124,2,"""04032007""","""BRK 4 AMP TOTAL""",032,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX2 WATTS  ,"RV,TX2W    ",6  ,18000  ,19000  ,20000  ,-10  ,-500  ,-1000  ,65504.0,WATTS  ,2125,2125,1,"""03031053""","""TX2 WATTS""",031,6,3,65504.0,1,1,20000  ,19000  ,18000  ,-10,-500  ,-1000  ,0.0,0.0,0.0,1.0,1.0,
POWER FACTOR TX2  ,"BC,PF2     ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,2126,2126,2,"""04007055""","""POWER FACTOR TX2""",007,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI LTC2 OIL TEMP  ,"MI,TC2TMP  ",3  ,105  ,125  ,150  ,-5  ,-10  ,-300  ,1.0,DEGREE  ,2127,2127,1,"""03011040""","""MI LTC2 OIL TEMP""",011,3,12,1.0,1,1,150  ,125  ,105  ,-5,-10  ,-300  ,0.0,0.0,0.0,1.0,1.0,
ME PREVIOUS HOUR DEMAND  ,"ME,KWPHR1  ",3  ,  ,  ,  ,  ,  ,  ,294768.0,KW  ,2128,2128,1,"""03041031""","""ME PREVIOUS HOUR DEMAND""",041,3,10,294768.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE GEN #1 PWR FACTOR  ,"WE,G1PF    ",4  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,2129,2129,1,"""03069016""","""WE GEN #1 PWR FACTOR""",069,4,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GP VARS LEAD  ,"GP,MV-     ",6  ,4000  ,5000  ,5400  ,  ,  ,  ,36231.9,VARS  ,2130,2130,1,"""03028019""","""GP VARS LEAD""",028,6,4,36231.9,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DI TX2 AMBIENT TEMP  ,"DI,TX2ABT  ",3  ,  ,  ,  ,  ,  ,  ,1.0,DEGREE  ,2131,2131,1,"""03001066""","""DI TX2 AMBIENT TEMP""",001,3,12,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR W30 C AMPS  ,"GP,W30C    ",6  ,460  ,510  ,560  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,2132,2132,1,"""03028020""","""BKR W30 C AMPS""",028,6,1,599.9999,1,1,560  ,510  ,460  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
BKR 1000 A AMPS  ,"GP,1000A   ",6  ,380  ,430  ,480  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,2133,2133,1,"""03028021""","""BKR 1000 A AMPS""",028,6,1,599.9999,1,1,480  ,430  ,380  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
BKR 1001 B AMPS  ,"GP,1001B   ",6  ,540  ,560  ,600  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,2134,2134,1,"""03028022""","""BKR 1001 B AMPS""",028,6,1,599.9999,1,1,600  ,560  ,540  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DR INLT TX1 CALC DEMAND  ,"DI,CALI1   ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2135,2135,2,"""04001011""","""DR INLT TX1 CALC DEMAND""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT TX2 CALC DEMAND  ,"DI,CALI2   ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2136,2136,2,"""04001012""","""DR INLT TX2 CALC DEMAND""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT CUR DAY DMND TX1  ,"DI,CDY1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2137,2137,2,"""04001013""","""DR INLT CUR DAY DMND TX1""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LA BRK 1 AMP TOTAL  ,"LA,1TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2138,2138,2,"""04012014""","""LA BRK 1 AMP TOTAL""",012,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LA BRK 2 AMP TOTAL  ,"LA,2TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2139,2139,2,"""04012015""","""LA BRK 2 AMP TOTAL""",012,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LA BRK 3 AMP TOTAL  ,"LA,3TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2140,2140,2,"""04012016""","""LA BRK 3 AMP TOTAL""",012,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DC VOLTS  ,"NR,DCV     ",3  ,135  ,136.5  ,140  ,128.5  ,126.5  ,-10  ,1.0,VOLTS  ,2141,2141,1,"""03051016""","""DC VOLTS""",051,3,5,1.0,1,1,140  ,136.5  ,135  ,128.5,126.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
NR W6160 WATTS  ,"NR,6160W   ",3  ,  ,  ,  ,  ,  ,  ,100000.0,WATTS  ,2142,2142,1,"""03051017""","""NR W6160 WATTS""",051,3,3,100000.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
NR W6164 VARS  ,"NR,6164MV  ",3  ,  ,  ,  ,  ,  ,  ,100000.0,VARS  ,2143,2143,1,"""03051018""","""NR W6164 VARS""",051,3,4,100000.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LC4TOT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,2144,2144,2,"""04067102""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,LC5TOT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,2145,2145,2,"""04067103""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LY BRK 4 AMP TOTAL  ,"LY,4TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2146,2146,2,"""04042013""","""LY BRK 4 AMP TOTAL""",042,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX2 WINDING 1 TEMP  ,"BY,T2HST1  ",4  ,  ,  ,  ,  ,  ,  ,1.0,DEGREE  ,2147,2147,1,"""03002003""","""TX2 WINDING 1 TEMP""",002,4,12,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LY BRK 5 AMP TOTAL  ,"LY,5TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2148,2148,2,"""04042014""","""LY BRK 5 AMP TOTAL""",042,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LY BRK 6 AMP TOTAL  ,"LY,6TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2149,2149,2,"""04042015""","""LY BRK 6 AMP TOTAL""",042,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI TX2 WINDING 1 TEMP  ,"MI,T2HST1  ",3  ,  ,  ,  ,  ,  ,  ,1.0,DEGREE  ,2150,2150,1,"""03011041""","""MI TX2 WINDING 1 TEMP""",011,3,12,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH PREVIOUS HR DEMAND 2  ,"KH,KWPHR2  ",3  ,  ,  ,  ,  ,  ,  ,196512.0,KW  ,2151,2151,1,"""03038053""","""KH PREVIOUS HR DEMAND 2""",038,3,10,196512.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WA W6144 POWER FACTOR  ,"WB,6144PF  ",1  ,  ,  ,  ,  ,  ,  ,2.047,PF  ,2152,2152,1,"""03052003""","""WA W6144 POWER FACTOR""",052,1,6,2.047,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OP REGULATOR STG TX2  ,"OP,STAGE2  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,2153,2153,2,"""04016026""","""OP REGULATOR STG TX2""",016,10,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT CUR DAY DMND TX2  ,"DI,CDY2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2154,2154,2,"""04001014""","""DR INLT CUR DAY DMND TX2""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT CUR HR DMND TX1  ,"DI,CHR1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2155,2155,2,"""04001015""","""DR INLT CUR HR DMND TX1""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT CUR HR DMND TX2  ,"DI,CHR2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2156,2156,2,"""04001016""","""DR INLT CUR HR DMND TX2""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT CUR MTH DMND TX1  ,"DI,CMT1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2157,2157,2,"""04001017""","""DR INLT CUR MTH DMND TX1""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT CUR MTH DMND TX2  ,"DI,CMT2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2158,2158,2,"""04001018""","""DR INLT CUR MTH DMND TX2""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DR INLT TX1 MULTIPLIER  ,"DI,MUL1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,2159,2159,2,"""04001019""","""DR INLT TX1 MULTIPLIER""",001,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SS BRK 1 AMP TOTAL  ,"SS,1TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,2160,2160,2,"""04045012""","""SS BRK 1 AMP TOTAL""",045,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
